АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
812;4587371;4587374;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587375;4587375;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587376;4587376;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587377;4587377;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587378;4587409;32;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587410;4587411;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587412;4587413;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587414;4587414;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587415;4587415;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587416;4587416;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587417;4587419;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587420;4587420;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587421;4587421;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587422;4587422;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587423;4587425;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587426;4587426;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587427;4587429;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587430;4587430;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587431;4587433;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587434;4587436;3;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587437;4587452;16;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587453;4587453;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587454;4587458;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587459;4587459;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587460;4587477;18;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587478;4587478;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587479;4587501;23;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587502;4587502;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587503;4587511;9;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587512;4587513;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587514;4587516;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587517;4587518;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587519;4587519;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587520;4587520;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587521;4587521;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587522;4587522;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587523;4587523;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587524;4587524;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587525;4587525;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587526;4587526;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587527;4587530;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587531;4587531;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587532;4587533;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587534;4587534;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587535;4587535;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587536;4587537;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587538;4587541;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587542;4587545;4;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587546;4587546;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587547;4587549;3;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587550;4587602;53;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587603;4587603;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587604;4587606;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587607;4587608;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587609;4587614;6;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587615;4587615;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587616;4587617;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587618;4587618;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587619;4587620;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587621;4587621;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587622;4587625;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587626;4587627;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587628;4587631;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587632;4587632;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587633;4587633;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587634;4587634;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587635;4587639;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587640;4587640;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587641;4587641;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587642;4587642;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587643;4587643;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587644;4587644;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587645;4587647;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587648;4587648;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587649;4587649;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587650;4587650;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587651;4587666;16;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587667;4587669;3;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587670;4587671;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587672;4587673;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587674;4587679;6;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587680;4587680;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587681;4587681;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587682;4587682;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587683;4587683;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587684;4587685;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587686;4587687;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587688;4587688;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587689;4587693;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587694;4587694;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4587695;4587699;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4587700;4587799;100;ПАО "МегаФон";г. Санкт-Петербург;Город Санкт-Петербург;7812014560
812;4587800;4587854;55;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587855;4587864;10;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587865;4587968;104;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587969;4587969;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587970;4587970;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587971;4587974;4;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587975;4587982;8;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587983;4587983;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587984;4587985;2;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587986;4587986;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587987;4587987;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4587988;4587988;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4587989;4587999;11;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4588000;4588029;30;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588030;4588031;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588032;4588069;38;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588070;4588070;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588071;4588096;26;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588097;4588097;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588098;4588172;75;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588173;4588173;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588174;4588219;46;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588220;4588220;1;ООО "ГЛОБАЛТЕЛЕФОРТ";г. Санкт-Петербург;Город Санкт-Петербург;7826072837
812;4588221;4588221;1;ООО "ГЛОБАЛТЕЛЕФОРТ";г. Санкт-Петербург;Город Санкт-Петербург;7826072837
812;4588222;4588374;153;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588375;4588375;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588376;4588381;6;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588382;4588382;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588383;4588400;18;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588401;4588401;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588402;4588405;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588406;4588406;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588407;4588411;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588412;4588412;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588413;4588413;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588414;4588414;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588415;4588419;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588420;4588420;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588421;4588421;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588422;4588422;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588423;4588424;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588425;4588425;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588426;4588430;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588431;4588431;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588432;4588435;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588436;4588436;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588437;4588441;5;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588442;4588442;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588443;4588446;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588447;4588447;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588448;4588450;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588451;4588451;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588452;4588453;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588454;4588455;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588456;4588458;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588459;4588459;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588460;4588461;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588462;4588462;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588463;4588465;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588466;4588466;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588467;4588467;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588468;4588469;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588470;4588470;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588471;4588471;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588472;4588475;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588476;4588477;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588478;4588481;4;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588482;4588482;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588483;4588483;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588484;4588485;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588486;4588488;3;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588489;4588489;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588490;4588490;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588491;4588492;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588493;4588499;7;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588500;4588544;45;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588545;4588545;1;ООО "ГЛОБАЛТЕЛЕФОРТ";г. Санкт-Петербург;Город Санкт-Петербург;7826072837
812;4588546;4588576;31;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588577;4588577;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588578;4588588;11;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588589;4588590;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588591;4588639;49;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588640;4588640;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588641;4588653;13;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588654;4588654;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588655;4588665;11;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588666;4588666;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588667;4588667;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588668;4588668;1;ООО "ГЛОБАЛТЕЛЕФОРТ";г. Санкт-Петербург;Город Санкт-Петербург;7826072837
812;4588669;4588763;95;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588764;4588764;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588765;4588812;48;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588813;4588813;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588814;4588815;2;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588816;4588816;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588817;4588817;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588818;4588818;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588819;4588846;28;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588847;4588848;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588849;4588896;48;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588897;4588898;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588899;4588905;7;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588906;4588906;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588907;4588907;1;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588908;4588909;2;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588910;4588926;17;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588927;4588927;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588928;4588938;11;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588939;4588939;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588940;4588958;19;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588959;4588959;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588960;4588966;7;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588967;4588967;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588968;4588985;18;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4588986;4588986;1;ООО "СМАРТ ХОУМ";г. Санкт-Петербург;Город Санкт-Петербург;7813324244
812;4588987;4588999;13;ООО "СМАРТ ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825365252
812;4589000;4589000;1;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589001;4589001;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589002;4589097;96;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589098;4589099;2;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589100;4589173;74;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589174;4589174;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589175;4589197;23;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589198;4589207;10;УНИВЕРСИТЕТ ИТМО;г. Санкт-Петербург;Город Санкт-Петербург;7813045547
812;4589208;4589221;14;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589222;4589222;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589223;4589332;110;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589333;4589333;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589334;4589343;10;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589344;4589349;6;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589350;4589355;6;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589356;4589356;1;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
812;4589357;4589361;5;АО "КОМПАНИЯ ТРАНСТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7709219099
812;4589362;4589364;3;ООО "ТТК-Связь";г. Санкт-Петербург;Город Санкт-Петербург;7709362765
